min, mean, std, time(s)
0.000000000000000000000000000000000000000000000000000000000005287825410777704, 0.0000000000000000000000000000000000000000000005814246989864183, 0.000000000000000000000000000000000000000000003126720067357101, 206.8723
-1.0316283794264172, -1.0280174624826945, 0.004159208639218996, 206.8723
0.00000000000000000000000000000000000000000000000000000802363930189802, 0.00000000000000000000000000000000000000000013812876181086997, 0.0000000000000000000000000000000000000000005746404439601633, 206.8723
0.00000000000000000000000001315903013974663, 0.0000000000000000000004161481586900013, 0.0000000000000000000016594953247499476, 206.8723
0.00000000000000000000000000000000000000000000000000000000012689514231450773, 0.00000000000000000000000000000000000000000000000010867292199647165, 0.0000000000000000000000000000000000000000000000004107221067828156, 206.8723
0.00000000000000000000000000011065732713526888, 0.00000000000000000000006900064146646567, 0.00000000000000000000016304943938298756, 206.8723
0.00000000000000000000000000000000000000000000000000020306656214925457, 0.000000000000000000000000000000000000000036993234903190256, 0.00000000000000000000000000000000000000019105603533521977, 206.8723
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003248809656632306, 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015977764990917795, 0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007109910406977898, 206.8723
0.000000000000000000000000000003412269332173243, 0.000000000000000000000006086998377640164, 0.00000000000000000000003228233665532826, 206.8723
0.000000000000000000000000000000000000000000000005041421343658254, 0.000000000000000000000000000000000000028754683633083346, 0.00000000000000000000000000000000000015357760828256488, 206.8723
0, 0, 0, 206.8723
0.09023164392617855, 0.5208589595862174, 0.2556937370942609, 206.8723
0, 0, 0, 206.8723
0.0000000000000004440892098500626, 0.0000000000000004440892098500626, 0, 206.8723
0, 0, 0, 206.8723
0.000000000000000000000000000013056118984220247, 0.000000000000000000000010961787912694719, 0.00000000000000000000003158243511630772, 206.8723
