min, mean, std, time(s)
0.00008129489527648303, 0.009666324899764428, 0.009058331473989397, 1.4009
-1.028588274794355, -0.9350748396723814, 0.11256767184750927, 1.4372
4202.876905167727, 6382.767937511133, 1609.019686152415, 1.8412
73.04032870375406, 93.68837472114521, 9.557308102254655, 2.2127
0.000033005942407675, 0.641767383379967, 1.2610912198528013, 1.4097
22.475330006978336, 30.405550731244755, 3.7568063924430413, 3.7601
3891.0321637469824, 6354.449099018872, 1278.0432966945054, 1.8040
2.4312123394100635, 5.293857381920816, 1.7919416899352507, 1.8472
0.0031374154586868794, 0.01644591376012179, 0.008565456629950936, 3.6126
243633894.67915672, 392231500.1847137, 114212505.3161521, 7.3988
0, 0.16666666666666666, 0.3726779962499649, 1.7880
2.7357092598219497, 6.338977201141182, 2.322916588932734, 1.9562
744.0345403459278, 953.1565216100935, 68.82346226870789, 5.8027
9.463516453123363, 10.652881388755704, 0.6532313170590588, 4.7299
0.4988524496046517, 0.49946271997204567, 0.00026415760265074647, 2.0768
51.98575706596428, 66.34955674225158, 6.00413604571889, 5.2194
