min, mean, std, time(s)
0.000000000000000000000000000000000000000000000002702612266055847, 0.0000000000000000000000000000000000000000005373942973990822, 0.0000000000000000000000000000000000000000023243703785148648, 67076.9499
-1.0315651152929801, -1.0301384839349745, 0.001679267307661141, 67076.9499
0.00000000000000000000000000000000000000000015719528699862288, 0.00000000000000000000000000000000000001806936725621468, 0.000000000000000000000000000000000000040749792978165635, 67076.9499
0.00000000000000000000003235542958131041, 0.000000000000000000106745690222156, 0.00000000000000000012216824652595492, 67076.9499
0.00000000000000000000000000000000000000004717724917413623, 0.0000000000000000000000000000000000007208822678533764, 0.0000000000000000000000000000000000016949851476635254, 67076.9499
0.000000000000000000000017730807202908415, 0.00000000000000000005123450981301136, 0.00000000000000000008968236652759648, 67076.9499
0.00000000000000000000000000000000000000000000001840571976659815, 0.00000000000000000000000000000000000008321485112272057, 0.00000000000000000000000000000000000023239262648833095, 67076.9499
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013973988954689132, 0.00000000000000000000000000000000000000000000000000000000000000000000000000000000039283941308961976, 0.0000000000000000000000000000000000000000000000000000000000000000000000000000000009686484698743434, 67076.9499
0.0000000000000000000000000000000000000000000000000006842851448752012, 0.0000000000000000000000000000000000000000000041597313747906967, 0.000000000000000000000000000000000000000000011430245659903598, 67076.9499
0.00000000000000000000000000000000000001603136369894412, 0.0000000000000000000000000000000019947219615600966, 0.000000000000000000000000000000005670322755547186, 67076.9499
0, 0, 0, 67076.9499
0.019637193902430683, 0.6117277383908757, 0.2711662147120057, 67076.9499
0, 0, 0, 67076.9499
0.0000000000000004440892098500626, 0.0000000000000004440892098500626, 0, 67076.9499
0, 0, 0, 67076.9499
0, 0, 0, 67076.9499
0.00000000000000000000018226983854796394, 0.000000000000000000011603662047849363, 0.0000000000000000000221986530343781, 67076.9499
